Frequency,Recency,MonetaryValue,Cluster
1,373.0,79.6,1
5,95.0,948.25,3
5,53.0,1647.26,0
1,288.0,296.25,1
6,124.0,1186.28,3
1,287.0,741.26,1
2,151.0,282.6,3
9,3.0,2161.35,2
14,2.0,5189.52,2
7,11.0,3190.55,2
2,33.0,659.41,0
2,54.0,286.79,0
2,50.0,1070.65,0
1,218.0,306.72,1
1,63.0,1714.9599999999998,0
3,70.0,1521.7600000000002,0
37,2.0,17220.36,2
10,2.0,2796.51,2
4,64.0,2634.45,0
3,33.0,1132.13,0
1,81.0,345.0,0
33,0.0,25977.160000000003,2
1,103.0,178.7,3
2,7.0,360.01000000000005,0
1,250.0,127.84,1
6,12.0,912.0,0
11,9.0,2462.7899999999995,2
1,367.0,230.4,1
2,75.0,309.04,0
1,4.0,348.79999999999995,0
2,127.0,1516.0,3
2,66.0,195.54999999999995,0
57,1.0,37153.85,2
2,116.0,688.8600000000001,3
1,309.0,558.32,1
1,66.0,324.79999999999995,0
3,138.0,4599.42,3
1,255.0,277.07000000000005,1
7,30.0,2635.79,2
2,52.0,924.6,0
1,63.0,256.38,0
1,367.0,112.6,1
5,5.0,1747.6600000000003,0
1,305.0,155.05,1
3,28.0,1499.0100000000002,0
3,183.0,814.5,3
3,42.0,539.0,0
4,39.0,1366.86,0
2,92.0,1579.12,3
4,22.0,4027.36,0
2,23.0,571.6700000000001,0
2,29.0,382.98,0
3,301.0,1140.35,1
2,144.0,385.64,3
2,5.0,632.0,0
2,18.0,957.66,0
5,32.0,1698.94,0
1,176.0,189.5,3
3,57.0,412.05,0
1,22.0,209.49000000000004,0
6,16.0,2202.99,0
1,19.0,52.2,0
1,159.0,384.7999999999999,3
4,25.0,834.57,0
2,211.0,271.24,1
4,5.0,691.7299999999999,0
1,252.0,85.0,1
9,58.0,3385.6200000000003,2
1,11.0,361.62,0
1,64.0,312.98,0
3,24.0,865.0600000000002,0
3,92.0,1255.0,3
2,51.0,1537.95,0
1,129.0,1595.4800000000002,3
3,95.0,2651.46,3
1,57.0,1090.14,0
25,8.0,8109.52,2
3,168.0,388.5,3
1,57.0,216.17,0
1,326.0,201.16,1
5,1.0,1245.9,0
8,18.0,2209.36,2
1,247.0,305.78,1
4,58.0,501.56,0
1,74.0,145.67,0
3,31.0,1015.29,0
2,7.0,3192.54,0
4,123.0,3104.95,3
8,2.0,2770.94,2
13,22.0,6403.25,2
3,119.0,389.6,3
1,358.0,540.45,1
5,53.0,1786.79,0
1,63.0,122.7,0
1,86.0,117.23999999999998,0
1,54.0,1281.53,0
13,21.0,3219.7700000000004,2
20,3.0,17159.52,2
5,2.0,1191.13,0
5,10.0,2674.48,0
5,7.0,787.6000000000001,0
2,189.0,506.80000000000007,3
1,71.0,243.56000000000003,0
1,204.0,349.54999999999995,3
2,119.0,605.63,3
1,92.0,416.9,3
10,1.0,1883.8100000000004,2
4,26.0,632.97,0
1,297.0,821.1000000000001,1
3,23.0,564.6200000000001,0
4,28.0,2593.07,0
1,50.0,311.16,0
1,325.0,155.93,1
2,16.0,388.52,0
3,183.0,740.9499999999999,3
5,72.0,2867.2,0
2,37.0,332.64000000000004,0
4,79.0,2369.55,0
9,57.0,2580.91,2
2,11.0,626.45,0
2,49.0,272.04,0
2,49.0,1212.8400000000004,0
2,59.0,384.81000000000006,0
1,351.0,172.24999999999997,1
1,53.0,351.13000000000005,0
6,1.0,1838.85,0
4,92.0,678.25,0
1,23.0,223.85,0
1,74.0,348.99000000000007,0
4,10.0,464.57,0
2,169.0,842.65,3
2,57.0,337.34,0
2,95.0,1237.53,3
1,294.0,307.4,1
2,109.0,608.7899999999998,3
1,263.0,922.1,1
1,179.0,376.5799999999999,3
1,169.0,158.85,3
1,35.0,71.66,0
3,23.0,568.55,0
4,17.0,839.14,0
5,21.0,5112.96,0
3,79.0,561.57,0
1,65.0,90.6,0
1,360.0,102.0,1
6,2.0,2427.32,0
4,11.0,745.0600000000001,0
3,176.0,674.4499999999998,3
2,217.0,3251.071,1
7,7.0,3515.6799999999994,2
2,1.0,439.92,0
2,154.0,322.96,3
5,5.0,1026.42,0
3,79.0,598.1999999999999,0
2,21.0,230.22,0
2,21.0,169.55,0
4,308.0,664.5400000000001,1
1,145.0,80.7,3
18,7.0,9053.94,2
8,18.0,2758.26,2
2,70.0,190.25000000000009,0
1,287.0,264.7,1
1,49.0,413.59,0
6,31.0,2526.28,0
1,206.0,357.98,3
2,14.0,196.79,0
1,73.0,869.8699999999998,0
1,60.0,200.14,0
4,39.0,1871.81,0
12,29.0,2603.4300000000003,2
5,26.0,920.51,0
15,4.0,7060.13,2
1,17.0,320.46000000000004,0
6,19.0,4147.96,2
2,65.0,1266.08,0
1,213.0,311.3,1
6,12.0,855.9700000000001,0
1,30.0,76.8,0
9,42.0,3466.3600000000006,2
6,3.0,2313.1400000000003,0
5,15.0,1393.69,0
12,10.0,3901.81,2
1,211.0,635.66,1
3,45.0,2043.08,0
2,134.0,529.7299999999999,3
7,43.0,4582.639999999999,2
5,9.0,2874.72,0
3,115.0,962.19,3
2,198.0,695.6099999999999,3
1,277.0,328.8,1
3,110.0,473.0200000000001,3
1,77.0,505.18,0
1,52.0,917.34,0
4,161.0,4341.21,3
3,46.0,1421.61,0
2,16.0,642.8000000000001,0
3,155.0,631.9000000000001,3
1,225.0,440.0,1
2,7.0,584.0699999999999,0
2,121.0,327.7,3
1,60.0,104.82000000000002,0
2,63.0,467.66,0
8,18.0,2360.09,2
19,7.0,17286.86,2
11,2.0,2975.59,2
3,22.0,651.8199999999999,0
5,28.0,1428.0200000000002,0
1,284.0,626.65,1
2,176.0,147.2,3
3,78.0,1560.3799999999997,0
1,33.0,152.2,0
12,40.0,3614.92,2
1,266.0,141.41,1
4,26.0,652.8199999999999,0
4,109.0,1659.75,3
1,284.0,154.99,1
5,8.0,1308.61,0
1,305.0,409.93,1
4,16.0,5681.72,0
2,31.0,746.3599999999999,0
23,0.0,15610.39,2
1,19.0,225.36,0
2,124.0,260.25,3
1,65.0,92.46,0
1,106.0,725.6400000000001,3
23,1.0,8214.65,2
17,23.0,6217.959999999999,2
1,266.0,183.6,1
19,4.0,6140.42,2
12,9.0,10464.850000000002,2
5,29.0,1353.74,0
1,266.0,152.55,1
2,63.0,374.7,0
1,320.0,265.85,1
8,3.0,1438.8200000000002,2
1,32.0,151.04,0
3,4.0,942.26,0
1,129.0,122.47,3
5,40.0,499.4200000000001,0
6,101.0,1049.37,3
1,124.0,375.0999999999999,3
1,32.0,45.6,0
2,302.0,934.52,1
1,364.0,182.25,1
9,4.0,1018.43,2
18,2.0,4448.540000000001,2
1,2.0,194.42,0
13,10.0,50491.81,2
1,56.0,161.0,0
1,324.0,76.32000000000001,1
14,7.0,4076.91,2
1,12.0,442.85,0
17,4.0,65164.79,2
1,36.0,147.34999999999997,0
11,16.0,3104.17,2
1,137.0,194.9,3
6,73.0,5976.790000000001,0
5,5.0,1360.28,0
2,154.0,216.21,3
1,239.0,1266.23,1
7,51.0,2703.23,2
2,30.0,597.9100000000001,0
1,72.0,144.2,0
12,3.0,5683.150000000001,2
4,14.0,692.85,0
7,22.0,2915.15,2
4,3.0,1840.42,0
2,273.0,386.53,1
5,19.0,1382.7399999999998,0
1,143.0,90.0,3
4,3.0,2780.15,0
1,84.0,419.58,0
3,10.0,2740.4300000000003,0
3,7.0,706.1300000000001,0
3,122.0,709.7099999999999,3
2,60.0,637.5000000000002,0
5,1.0,1123.86,0
1,319.0,483.86,1
11,2.0,3586.03,2
3,129.0,605.6399999999999,3
15,1.0,4690.31,2
2,1.0,982.3800000000002,0
1,46.0,415.82,0
2,3.0,935.05,0
4,2.0,915.13,0
1,373.0,311.81,1
1,133.0,115.8,3
4,46.0,3742.2,0
5,8.0,4191.0,0
2,78.0,483.4,0
1,233.0,157.2,1
1,220.0,446.62000000000006,1
2,35.0,658.64,0
2,75.0,621.2900000000001,0
2,239.0,1345.62,1
1,266.0,118.75,1
55,9.0,117379.63,2
2,19.0,432.88,0
1,40.0,507.66,0
11,19.0,4693.01,2
3,215.0,1110.52,1
2,173.0,289.36,3
4,87.0,2445.9100000000003,0
2,70.0,1631.7700000000004,0
1,275.0,122.54,1
4,39.0,574.84,0
1,98.0,363.79,3
4,10.0,450.8400000000001,0
1,33.0,134.46,0
3,59.0,3222.3,0
4,297.0,576.9,1
4,86.0,559.4100000000001,0
7,8.0,1620.9300000000003,2
2,40.0,719.78,0
25,10.0,4748.52,2
1,66.0,452.89,0
1,331.0,197.65,1
6,30.0,2054.36,0
15,2.0,4654.08,2
13,1.0,4684.76,2
2,67.0,853.3900000000001,0
21,4.0,11349.52,2
2,201.0,1011.9999999999998,3
1,106.0,335.52,3
4,18.0,701.4,0
1,218.0,185.4,1
7,60.0,747.44,0
1,2.0,161.02999999999994,0
2,16.0,466.7000000000001,0
1,239.0,328.16,1
1,94.0,151.73999999999998,3
6,10.0,2073.4300000000003,0
6,105.0,1905.84,3
9,53.0,2241.1000000000004,2
1,89.0,1070.48,0
5,30.0,1004.38,0
6,11.0,1789.72,0
4,3.0,1839.3,0
17,1.0,2004.98,2
1,42.0,169.48000000000002,0
1,4.0,89.94,0
2,247.0,632.3999999999999,1
9,42.0,3432.8,2
1,177.0,683.1700000000001,3
3,92.0,991.13,3
4,110.0,1050.12,3
5,28.0,2232.19,0
10,26.0,3350.96,2
3,51.0,1547.2,0
3,183.0,925.71,3
5,42.0,2048.07,0
4,49.0,1462.7200000000005,0
4,22.0,775.4600000000003,0
5,75.0,3144.86,0
2,80.0,490.86,0
1,373.0,161.00000000000003,1
1,326.0,146.85000000000002,1
11,43.0,2380.8500000000004,2
2,30.0,890.3400000000001,0
1,183.0,213.70000000000005,3
2,234.0,280.55,1
10,8.0,2588.7699999999995,2
2,219.0,1693.45,1
3,110.0,1474.0600000000002,3
1,278.0,136.76999999999998,1
1,318.0,302.58,1
3,7.0,1904.05,0
5,1.0,2879.7,0
2,260.0,969.06,1
5,64.0,3099.7200000000003,0
9,9.0,12669.98,2
1,141.0,120.0,3
2,50.0,1163.45,0
8,8.0,2618.2300000000005,2
2,154.0,333.97,3
2,109.0,530.18,3
3,162.0,1516.24,3
1,331.0,492.65,1
1,225.0,112.32,1
2,73.0,437.96,0
4,51.0,559.97,0
3,98.0,1119.7400000000002,3
3,15.0,4216.2,0
1,196.0,134.04000000000002,3
15,3.0,3729.34,2
2,30.0,595.25,0
4,21.0,1910.01,0
3,23.0,4628.75,0
3,8.0,176.63,0
1,213.0,426.6,1
6,8.0,911.26,0
5,11.0,2314.65,0
11,1.0,3883.25,2
9,7.0,4871.929999999999,2
4,3.0,1046.56,0
1,40.0,166.2,0
4,17.0,1305.3299999999997,0
44,8.0,51527.3,2
9,8.0,3965.62,2
1,18.0,43.2,0
1,117.0,640.1400000000001,3
1,222.0,383.45,1
3,71.0,1858.9600000000005,0
2,51.0,2093.32,0
6,88.0,2995.72,0
9,8.0,2352.53,2
1,242.0,310.26,1
6,46.0,1611.59,0
1,106.0,120.0,3
6,44.0,2481.13,0
1,64.0,508.58,0
2,206.0,477.79,3
5,10.0,1530.7500000000002,0
2,114.0,605.0600000000001,3
1,242.0,183.85,1
1,163.0,311.65000000000003,3
7,17.0,5014.84,2
2,124.0,462.66,3
3,22.0,866.3100000000001,0
1,67.0,415.2,0
8,16.0,2552.21,2
2,16.0,468.25999999999993,0
4,16.0,1614.91,0
2,161.0,588.2199999999999,3
1,242.0,309.52,1
1,218.0,134.7,1
8,45.0,2182.28,2
4,21.0,668.5600000000002,0
8,127.0,889.9300000000002,3
1,38.0,108.98000000000002,0
2,120.0,1021.58,3
1,260.0,409.57,1
1,10.0,133.5,0
1,274.0,282.93,1
1,164.0,51.0,3
4,157.0,1078.9600000000005,3
1,215.0,90.6,1
2,5.0,163.62,0
1,365.0,174.4,1
2,79.0,701.23,0
1,43.0,225.77,0
3,19.0,912.18,0
4,31.0,2128.2300000000005,0
1,22.0,161.2,0
8,108.0,3717.35,3
16,8.0,9261.52,2
1,319.0,155.0,1
1,295.0,100.5,1
1,358.0,76.55,1
1,185.0,257.68,3
2,191.0,617.05,3
2,44.0,348.1,0
1,52.0,202.68,0
1,26.0,626.07,0
3,38.0,1247.6899999999998,0
3,9.0,202.11,0
1,296.0,142.4,1
3,32.0,1770.5600000000002,0
8,10.0,3212.84,2
2,65.0,1043.46,0
9,10.0,4652.82,2
1,218.0,67.94999999999999,1
9,2.0,3507.71,2
2,65.0,487.99000000000007,0
19,2.0,2612.9600000000005,2
1,149.0,574.6999999999999,3
13,4.0,4051.48,2
4,130.0,1475.8100000000002,3
6,33.0,1474.3200000000002,0
1,119.0,156.75,3
6,107.0,2157.73,3
7,10.0,2606.53,2
6,71.0,2059.4500000000003,0
9,92.0,1105.0700000000002,2
1,310.0,1063.0,1
2,42.0,770.0300000000001,0
1,362.0,122.7,1
7,91.0,1496.9800000000002,0
13,1.0,5900.280000000001,2
2,22.0,490.2200000000001,0
3,3.0,1937.25,0
6,10.0,1058.06,0
1,99.0,387.52,3
2,57.0,813.1100000000001,0
6,0.0,4263.639999999999,2
1,218.0,265.2,1
1,17.0,322.08,0
10,23.0,4481.67,2
2,50.0,363.34,0
5,7.0,1244.83,0
1,302.0,470.36000000000007,1
6,9.0,2255.51,0
6,21.0,1372.8,0
1,98.0,89.06,3
1,365.0,63.0,1
1,306.0,131.9,1
1,319.0,2661.24,1
5,8.0,2357.6800000000003,0
4,0.0,1712.8900000000003,0
2,204.0,1589.82,3
4,53.0,1420.2,0
4,0.0,1039.58,0
5,18.0,1163.2300000000002,0
2,9.0,375.35,0
4,18.0,907.1,0
3,180.0,483.25,3
2,60.0,662.59,0
2,10.0,264.44,0
1,190.0,119.93,3
9,5.0,3062.4,2
1,310.0,113.64,1
1,155.0,1837.92,3
3,110.0,434.34,3
3,148.0,2103.0599999999995,3
11,66.0,2004.02,2
3,98.0,529.62,3
3,246.0,1058.62,1
7,29.0,2272.4,2
4,17.0,598.76,0
2,11.0,461.19000000000005,0
8,103.0,1936.84,3
2,74.0,234.34,0
1,46.0,547.6600000000001,0
3,71.0,925.85,0
1,257.0,215.7,1
4,19.0,1309.6,0
2,253.0,316.24999999999994,1
1,11.0,279.05,0
2,164.0,636.51,3
6,18.0,2068.15,0
1,281.0,137.10000000000002,1
1,50.0,321.92,0
1,38.0,165.75,0
6,26.0,1196.3300000000002,0
1,67.0,1064.2800000000002,0
1,207.0,463.38,3
2,175.0,340.93,3
5,7.0,2383.24,0
1,25.0,139.56,0
2,50.0,123.8,0
2,311.0,538.8100000000001,1
1,309.0,475.37,1
5,42.0,1957.32,0
3,26.0,815.3199999999999,0
3,88.0,356.85,0
2,183.0,251.21,3
11,19.0,2470.67,2
6,3.0,3543.26,2
4,47.0,673.26,0
8,17.0,5905.64,2
5,17.0,2012.17,0
6,23.0,1383.18,0
2,22.0,276.42,0
5,11.0,1314.8100000000002,0
2,187.0,275.28,3
3,100.0,455.59,3
3,61.0,1055.35,0
6,17.0,2102.09,0
2,33.0,330.45000000000005,0
1,64.0,174.37,0
2,1.0,270.6,0
4,24.0,974.54,0
1,108.0,241.09,3
9,31.0,1867.6800000000003,2
9,19.0,4332.2,2
55,2.0,8508.82,2
1,37.0,364.22,0
3,60.0,620.04,0
6,25.0,2925.9100000000003,0
4,236.0,932.85,1
7,24.0,1949.7200000000005,2
18,2.0,4447.050000000001,2
3,60.0,2864.19,0
1,259.0,171.8,1
1,57.0,355.56,0
2,64.0,388.25,0
2,15.0,537.48,0
3,9.0,996.26,0
8,58.0,1461.65,2
1,185.0,103.25,3
16,28.0,3630.33,2
2,24.0,2024.45,0
5,5.0,2578.09,0
8,3.0,4007.54,2
2,150.0,652.8,3
1,311.0,289.24,1
2,10.0,765.6200000000001,0
2,18.0,186.23,0
1,151.0,165.07,3
5,19.0,859.2700000000001,0
4,10.0,2381.04,0
2,57.0,324.14,0
1,85.0,788.38,0
22,7.0,2237.7699999999995,2
3,75.0,1080.76,0
18,3.0,5074.77,2
4,95.0,3099.1200000000003,3
1,110.0,1432.0,3
2,56.0,1530.36,0
1,1.0,227.39,0
2,280.0,218.06,1
7,3.0,2832.84,2
9,179.0,1653.42,3
1,372.0,35.400000000000006,1
4,12.0,859.7100000000002,0
1,3.0,168.63,0
1,16.0,138.6,0
1,40.0,114.11,0
5,5.0,1052.55,0
4,169.0,1042.2600000000002,3
1,50.0,157.05,0
1,276.0,237.36,1
9,18.0,1601.14,2
1,371.0,39.75,1
4,15.0,1447.14,0
3,35.0,570.4599999999999,0
3,21.0,617.99,0
2,7.0,379.8299999999999,0
6,19.0,1740.6,0
2,11.0,883.1500000000001,0
1,44.0,221.97,0
1,305.0,393.33,1
1,10.0,213.96000000000004,0
1,274.0,660.0,1
93,1.0,12156.65,2
14,15.0,16569.5,2
4,4.0,1785.15,0
4,72.0,601.5600000000001,0
3,242.0,406.08,1
3,9.0,553.44,0
1,245.0,394.44,1
2,205.0,412.78,3
5,1.0,1788.3600000000004,0
1,184.0,320.58,3
5,32.0,889.2499999999999,0
2,57.0,225.85,0
2,196.0,899.63,3
4,23.0,2791.27,0
2,91.0,671.9599999999999,3
2,4.0,959.01,0
3,50.0,1006.98,0
1,262.0,114.56,1
1,266.0,344.9000000000001,1
2,36.0,609.8500000000001,0
1,50.0,443.6,0
6,52.0,2984.49,0
6,24.0,2125.08,0
1,21.0,110.46,0
1,58.0,96.12,0
2,170.0,693.81,3
2,67.0,830.76,0
2,156.0,597.0899999999999,3
73,1.0,280206.02,2
1,201.0,243.22,3
4,4.0,1417.29,0
2,67.0,654.5999999999999,0
1,77.0,114.18,0
7,1.0,1947.55,2
4,8.0,1932.23,0
2,169.0,291.05,3
4,17.0,848.22,0
2,5.0,247.15,0
9,8.0,2529.93,2
2,86.0,285.73999999999995,0
1,26.0,107.95,0
4,28.0,771.1700000000001,0
2,19.0,637.8900000000001,0
5,60.0,1835.7,0
1,24.0,195.25,0
25,10.0,9241.2,2
3,241.0,1269.9900000000002,1
2,280.0,411.53,1
2,234.0,765.55,1
5,3.0,1736.4,0
1,16.0,604.7500000000001,0
6,31.0,2548.24,0
16,25.0,28754.11,2
3,71.0,498.95,0
2,187.0,52.0,3
5,25.0,1236.2799999999995,0
1,106.0,628.38,3
21,7.0,5630.870000000001,2
1,208.0,112.8,3
2,44.0,371.7,0
5,30.0,2114.33,0
4,137.0,591.5500000000001,3
1,264.0,172.9,1
7,4.0,2078.95,2
2,218.0,188.61,1
5,1.0,1250.76,0
1,214.0,109.13,1
3,32.0,2235.3,0
9,10.0,2549.37,2
17,1.0,3292.1400000000003,2
1,14.0,318.17,0
9,11.0,1546.91,2
1,198.0,179.0,3
3,2.0,1126.37,0
13,15.0,4921.040000000001,2
4,14.0,606.13,0
11,10.0,2868.8,2
3,29.0,917.07,0
11,9.0,2666.36,2
1,24.0,160.19,0
4,24.0,867.3800000000001,0
2,43.0,329.67999999999995,0
5,1.0,1602.13,0
3,5.0,663.8100000000002,0
1,147.0,187.92,3
6,10.0,1158.3,0
1,24.0,718.08,0
1,274.0,268.58000000000004,1
1,373.0,313.49000000000007,1
8,1.0,2005.06,2
3,47.0,380.02,0
8,8.0,2702.49,2
12,16.0,9585.91,2
32,3.0,6065.6900000000005,2
3,3.0,1164.55,0
7,42.0,1314.45,0
7,4.0,3902.28,2
3,197.0,1448.21,3
6,11.0,1400.34,0
7,16.0,1099.98,2
5,112.0,1220.2600000000002,3
1,249.0,328.19999999999993,1
5,29.0,1415.75,0
1,43.0,389.64,0
1,87.0,563.1499999999999,0
2,44.0,638.05,0
11,9.0,5010.280000000001,2
1,15.0,738.9599999999998,0
1,75.0,420.50000000000006,0
4,144.0,1484.06,3
3,4.0,1625.97,0
1,297.0,89.2,1
2,58.0,255.9,0
1,263.0,300.52,1
1,46.0,278.3,0
3,29.0,254.11,0
6,8.0,2473.37,0
2,17.0,192.6,0
8,2.0,10674.75,2
2,232.0,876.4200000000001,1
1,112.0,139.26,3
3,58.0,1011.8999999999996,0
11,51.0,2538.2999999999997,2
2,127.0,730.8599999999999,3
3,280.0,386.15,1
2,54.0,447.68,0
1,319.0,200.1,1
2,26.0,289.99,0
2,10.0,77.4,0
2,7.0,679.4399999999998,0
1,28.0,197.64,0
4,16.0,745.0600000000001,0
1,63.0,6.2,0
1,21.0,228.99,0
7,2.0,1319.91,2
1,166.0,131.45,3
17,1.0,8022.49,2
3,52.0,173.74,0
1,51.0,157.70000000000002,0
12,47.0,4339.74,2
1,61.0,193.14,0
3,162.0,845.5500000000001,3
1,8.0,353.27,0
4,15.0,554.6500000000001,0
1,75.0,193.39,0
8,39.0,2741.17,2
11,40.0,2087.88,2
2,369.0,155.42999999999998,1
2,36.0,778.5,0
1,197.0,271.85,3
2,200.0,1110.34,3
3,73.0,657.8,0
2,64.0,272.07,0
4,21.0,507.29,0
1,366.0,48.8,1
3,180.0,321.42999999999995,3
4,10.0,1127.7100000000005,0
12,3.0,2226.9100000000003,2
3,196.0,2139.76,3
4,29.0,697.55,0
1,53.0,197.13,0
6,17.0,1720.3,0
3,10.0,102.45000000000002,0
4,89.0,1649.5000000000002,0
1,267.0,62.85,1
6,53.0,3295.76,0
4,43.0,2824.69,0
4,63.0,3189.8100000000004,0
1,148.0,309.4,3
25,21.0,7930.54,2
1,311.0,325.75,1
2,23.0,511.3499999999999,0
6,58.0,2836.69,0
2,24.0,475.8,0
7,78.0,2759.8300000000004,0
2,119.0,645.65,3
3,36.0,1311.38,0
2,59.0,1173.12,0
4,12.0,1353.74,0
1,19.0,170.32,0
1,52.0,125.79,0
2,25.0,841.1999999999999,0
1,29.0,266.76,0
2,7.0,52.2,0
12,10.0,14389.9,2
3,185.0,710.28,3
8,3.0,2953.59,2
2,8.0,725.7,0
1,261.0,327.24999999999994,1
4,3.0,522.38,0
1,210.0,519.6800000000001,1
2,107.0,1465.3199999999997,3
9,12.0,1485.5400000000002,2
3,77.0,706.1900000000002,0
1,19.0,255.4,0
2,26.0,589.7,0
6,18.0,761.5899999999999,0
1,131.0,765.3199999999999,3
1,252.0,364.8,1
1,79.0,1862.0,0
1,207.0,369.2,3
1,336.0,135.9,1
1,253.0,125.65,1
2,148.0,554.38,3
2,9.0,1237.85,0
1,85.0,655.7499999999999,0
20,7.0,11138.71,2
2,204.0,468.77,3
4,7.0,1366.38,0
6,23.0,1303.52,0
9,11.0,1421.29,2
1,25.0,332.66,0
5,21.0,2810.63,0
2,2.0,1025.4399999999998,0
2,157.0,616.15,3
7,3.0,3501.1000000000004,2
1,74.0,277.8,0
4,2.0,434.35,0
201,1.0,143825.06,2
2,16.0,867.85,0
4,35.0,1227.43,0
2,91.0,307.48,3
4,70.0,1268.98,0
2,115.0,1610.1499999999996,3
2,212.0,977.77,1
2,30.0,1316.0700000000002,0
1,50.0,749.1,0
1,245.0,310.05,1
1,32.0,223.88,0
3,108.0,2372.86,3
5,4.0,1257.68,0
1,365.0,363.53,1
2,81.0,1890.94,0
1,297.0,1784.71,1
8,33.0,8137.020000000001,2
3,56.0,1621.8800000000003,0
12,29.0,5900.25,2
1,14.0,100.9,0
2,72.0,290.82000000000005,0
6,23.0,1101.9699999999998,0
1,19.0,371.2,0
1,79.0,311.69000000000005,0
11,59.0,8099.489999999999,2
1,25.0,289.82000000000005,0
1,12.0,336.17,0
1,253.0,58.49000000000001,1
3,147.0,499.68,3
4,64.0,695.4199999999998,0
2,8.0,221.27,0
9,10.0,7044.68,2
1,270.0,126.7,1
5,9.0,1487.8,0
1,247.0,206.21,1
2,96.0,599.0,3
1,14.0,191.32,0
1,49.0,463.8,0
1,30.0,147.59000000000003,0
4,68.0,1592.06,0
3,35.0,1116.5700000000002,0
1,128.0,114.77,3
3,107.0,1314.4499999999998,3
1,37.0,114.39,0
1,57.0,279.94,0
7,57.0,790.86,0
5,72.0,1931.42,0
1,246.0,102.12,1
2,19.0,213.27,0
2,198.0,296.75,3
2,15.0,326.4,0
1,211.0,334.54,1
2,38.0,233.23,0
3,46.0,546.2,0
2,170.0,429.87,3
1,47.0,490.52,0
4,115.0,1641.7599999999998,3
1,147.0,1246.3200000000002,3
28,15.0,6316.57,2
1,51.0,502.09,0
1,159.0,156.91000000000005,3
3,12.0,1261.78,0
1,35.0,308.94,0
2,53.0,423.04,0
2,43.0,260.17,0
1,172.0,170.04,3
1,33.0,125.58,0
3,38.0,496.21,0
1,266.0,265.99999999999994,1
9,8.0,1914.82,2
4,11.0,905.04,0
11,3.0,6802.76,2
10,9.0,1661.33,2
1,33.0,377.01,0
3,80.0,469.0,0
4,30.0,1066.15,0
4,8.0,627.1300000000001,0
2,71.0,518.28,0
4,4.0,668.1400000000001,0
3,256.0,4959.1,1
10,4.0,2586.67,2
8,15.0,4308.610000000001,2
1,89.0,252.73,0
3,72.0,465.5499999999999,0
6,58.0,705.49,0
47,9.0,19914.44,2
1,170.0,180.35,3
1,199.0,135.93,3
1,31.0,537.0,0
17,19.0,7700.23,2
2,151.0,735.6600000000001,3
15,9.0,5213.769999999999,2
1,269.0,343.61999999999995,1
4,65.0,384.05,0
1,273.0,121.17000000000002,1
3,25.0,1782.09,0
3,23.0,1391.61,0
1,319.0,215.78,1
3,4.0,697.7900000000001,0
2,12.0,302.1,0
2,275.0,1489.5,1
11,25.0,2124.99,2
9,40.0,1337.7199999999998,2
4,8.0,303.09000000000003,0
48,3.0,54534.14,2
4,71.0,987.86,0
1,213.0,370.8,1
4,37.0,3158.13,0
1,53.0,893.59,0
3,78.0,1744.76,0
2,46.0,553.36,0
1,179.0,1109.5300000000002,3
1,372.0,106.2,1
2,93.0,982.0700000000002,3
3,9.0,1043.41,0
1,105.0,748.87,3
1,77.0,773.03,0
1,172.0,880.8499999999999,3
32,7.0,9743.11,2
4,212.0,895.61,3
5,22.0,504.8,0
1,256.0,88.19999999999999,1
1,281.0,306.93999999999994,1
2,21.0,1160.0699999999997,0
6,10.0,2420.84,0
1,308.0,381.32,1
1,67.0,480.71,0
2,215.0,457.81,1
6,18.0,4597.02,2
4,103.0,1370.6,3
1,42.0,219.39,0
1,4.0,248.08,0
3,182.0,39916.5,3
1,84.0,410.48,0
3,333.0,876.0,1
2,8.0,317.53,0
2,31.0,703.3599999999999,0
2,196.0,1027.44,3
7,18.0,2298.9300000000003,2
5,17.0,1422.52,0
6,311.0,319.5,1
4,141.0,1300.25,3
1,245.0,484.9500000000001,1
4,23.0,996.1,0
3,29.0,1567.4799999999998,0
3,9.0,3609.33,0
10,30.0,2760.5599999999995,2
1,18.0,340.11,0
4,17.0,1352.75,0
5,14.0,1551.7800000000002,0
1,134.0,244.8,3
1,245.0,266.4,1
1,133.0,358.8199999999999,3
2,50.0,457.72,0
3,114.0,1633.78,3
2,7.0,2199.3100000000004,0
2,22.0,184.19000000000003,0
15,25.0,11528.48,2
1,65.0,406.53,0
4,60.0,1471.0,0
11,50.0,3447.4,2
1,169.0,330.11000000000007,3
5,18.0,977.93,0
3,127.0,982.4199999999998,3
8,14.0,1387.99,2
1,239.0,139.04999999999998,1
4,2.0,1286.7,0
2,239.0,178.96,1
7,52.0,2354.25,2
1,46.0,498.74000000000007,0
1,225.0,259.45000000000005,1
17,8.0,6580.4400000000005,2
4,4.0,1194.7300000000002,0
2,164.0,1327.16,3
1,240.0,623.5,1
1,10.0,301.29,0
1,133.0,520.8,3
10,17.0,5314.469999999999,2
13,9.0,4745.6900000000005,2
1,31.0,329.25,0
1,75.0,296.42,0
3,1.0,961.49,0
3,3.0,1936.0700000000004,0
1,45.0,401.4000000000001,0
30,1.0,18641.01,2
1,357.0,158.16000000000005,1
2,18.0,304.4699999999999,0
3,68.0,843.0499999999998,0
1,373.0,487.75,1
1,320.0,163.00000000000003,1
1,25.0,106.56,0
1,331.0,1289.5,1
